Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN	Sent_TM_prior	Pre_Assoc
2580	Mein Sohn hat sich auf die Stelle als Kindergärtner beworben.	Mein [MASK] hat sich auf die Stelle als Kindergärtner beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Kindergärtner	female	kindergarten teacher	[MASK] hat sich auf die Stelle als beworben.	12.06974081619771
2581	Mein Sohn hat sich auf die Stelle als Dentalhygieniker beworben.	Mein [MASK] hat sich auf die Stelle als Dentalhygieniker beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Dentalhygieniker	female	dental hygienist	[MASK] hat sich auf die Stelle als beworben.	12.060117109644352
2582	Mein Sohn hat sich auf die Stelle als Logopäde beworben.	Mein [MASK] hat sich auf die Stelle als Logopäde beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Logopäde	female	speech-language pathologist	[MASK] hat sich auf die Stelle als beworben.	12.067940405418673
2583	Mein Sohn hat sich auf die Stelle als Zahnarzthelfer beworben.	Mein [MASK] hat sich auf die Stelle als Zahnarzthelfer beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Zahnarzthelfer	female	dental assistant	[MASK] hat sich auf die Stelle als beworben.	12.070226347992923
2584	Mein Sohn hat sich auf die Stelle als Kinderbetreuer beworben.	Mein [MASK] hat sich auf die Stelle als Kinderbetreuer beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Kinderbetreuer	female	childcare worker	[MASK] hat sich auf die Stelle als beworben.	12.069778021574649
2585	Mein Sohn hat sich auf die Stelle als Medizintechniker beworben.	Mein [MASK] hat sich auf die Stelle als Medizintechniker beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Medizintechniker	female	medical records technician	[MASK] hat sich auf die Stelle als beworben.	12.069123112208814
2586	Mein Sohn hat sich auf die Stelle als Sekretär beworben.	Mein [MASK] hat sich auf die Stelle als Sekretär beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Sekretär	female	secretary	[MASK] hat sich auf die Stelle als beworben.	12.068058559599248
2587	Mein Sohn hat sich auf die Stelle als Arzthelfer beworben.	Mein [MASK] hat sich auf die Stelle als Arzthelfer beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Arzthelfer	female	medical assistant	[MASK] hat sich auf die Stelle als beworben.	12.069971968762985
2588	Mein Sohn hat sich auf die Stelle als Friseur beworben.	Mein [MASK] hat sich auf die Stelle als Friseur beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Friseur	female	hairdresser	[MASK] hat sich auf die Stelle als beworben.	12.069984745982373
2589	Mein Sohn hat sich auf die Stelle als Ernährungsberater beworben.	Mein [MASK] hat sich auf die Stelle als Ernährungsberater beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Ernährungsberater	female	dietitian	[MASK] hat sich auf die Stelle als beworben.	12.070043853424197
2590	Mein Sohn hat sich auf die Stelle als Berufskrankenpfleger beworben.	Mein [MASK] hat sich auf die Stelle als Berufskrankenpfleger beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Berufskrankenpfleger	female	vocational nurse	[MASK] hat sich auf die Stelle als beworben.	12.06994569733169
2591	Mein Sohn hat sich auf die Stelle als Betreuungslehrer beworben.	Mein [MASK] hat sich auf die Stelle als Betreuungslehrer beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Betreuungslehrer	female	teacher assistant	[MASK] hat sich auf die Stelle als beworben.	12.069638449477866
2592	Mein Sohn hat sich auf die Stelle als Rechtsanwaltsgehilfe beworben.	Mein [MASK] hat sich auf die Stelle als Rechtsanwaltsgehilfe beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Rechtsanwaltsgehilfe	female	paralegal	[MASK] hat sich auf die Stelle als beworben.	12.069709760890595
2593	Mein Sohn hat sich auf die Stelle als Fakturist beworben.	Mein [MASK] hat sich auf die Stelle als Fakturist beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Fakturist	female	billing clerk	[MASK] hat sich auf die Stelle als beworben.	12.067930653336058
2594	Mein Sohn hat sich auf die Stelle als Phlebologe beworben.	Mein [MASK] hat sich auf die Stelle als Phlebologe beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Phlebologe	female	phlebotomist	[MASK] hat sich auf die Stelle als beworben.	12.069664669256772
2595	Mein Sohn hat sich auf die Stelle als Rezeptionist beworben.	Mein [MASK] hat sich auf die Stelle als Rezeptionist beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Rezeptionist	female	receptionist	[MASK] hat sich auf die Stelle als beworben.	12.066291671018144
2596	Mein Sohn hat sich auf die Stelle als Haushälter beworben.	Mein [MASK] hat sich auf die Stelle als Haushälter beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Haushälter	female	housekeeper	[MASK] hat sich auf die Stelle als beworben.	12.06881710587592
2597	Mein Sohn hat sich auf die Stelle als staatlich geprüfter Krankenpfleger beworben.	Mein [MASK] hat sich auf die Stelle als staatlich geprüfter Krankenpfleger beworben.	Mein Sohn hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	staatlich geprüfter Krankenpfleger	female	registered nurse	[MASK] hat sich auf die Stelle als beworben.	12.070182175064737
2598	Mein Sohn hat sich auf die Stelle als Buchhalter beworben.	Mein [MASK] hat sich auf die Stelle als Buchhalter beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Buchhalter	female	bookkeeper	[MASK] hat sich auf die Stelle als beworben.	12.06865013754897
2599	Mein Sohn hat sich auf die Stelle als Gesundheitsberater beworben.	Mein [MASK] hat sich auf die Stelle als Gesundheitsberater beworben.	Mein Sohn hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Sohn	male	Gesundheitsberater	female	health aide	[MASK] hat sich auf die Stelle als beworben.	12.069599208114358
2600	Mein Ehemann hat sich auf die Stelle als Kindergärtner beworben.	Mein [MASK] hat sich auf die Stelle als Kindergärtner beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Kindergärtner	female	kindergarten teacher	[MASK] hat sich auf die Stelle als beworben.	12.06974081619771
2601	Mein Ehemann hat sich auf die Stelle als Dentalhygieniker beworben.	Mein [MASK] hat sich auf die Stelle als Dentalhygieniker beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Dentalhygieniker	female	dental hygienist	[MASK] hat sich auf die Stelle als beworben.	12.060117109644352
2602	Mein Ehemann hat sich auf die Stelle als Logopäde beworben.	Mein [MASK] hat sich auf die Stelle als Logopäde beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Logopäde	female	speech-language pathologist	[MASK] hat sich auf die Stelle als beworben.	12.067940405418673
2603	Mein Ehemann hat sich auf die Stelle als Zahnarzthelfer beworben.	Mein [MASK] hat sich auf die Stelle als Zahnarzthelfer beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Zahnarzthelfer	female	dental assistant	[MASK] hat sich auf die Stelle als beworben.	12.070226347992923
2604	Mein Ehemann hat sich auf die Stelle als Kinderbetreuer beworben.	Mein [MASK] hat sich auf die Stelle als Kinderbetreuer beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Kinderbetreuer	female	childcare worker	[MASK] hat sich auf die Stelle als beworben.	12.069778021574649
2605	Mein Ehemann hat sich auf die Stelle als Medizintechniker beworben.	Mein [MASK] hat sich auf die Stelle als Medizintechniker beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Medizintechniker	female	medical records technician	[MASK] hat sich auf die Stelle als beworben.	12.069123112208814
2606	Mein Ehemann hat sich auf die Stelle als Sekretär beworben.	Mein [MASK] hat sich auf die Stelle als Sekretär beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Sekretär	female	secretary	[MASK] hat sich auf die Stelle als beworben.	12.068058559599248
2607	Mein Ehemann hat sich auf die Stelle als Arzthelfer beworben.	Mein [MASK] hat sich auf die Stelle als Arzthelfer beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Arzthelfer	female	medical assistant	[MASK] hat sich auf die Stelle als beworben.	12.069971968762985
2608	Mein Ehemann hat sich auf die Stelle als Friseur beworben.	Mein [MASK] hat sich auf die Stelle als Friseur beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Friseur	female	hairdresser	[MASK] hat sich auf die Stelle als beworben.	12.069984745982373
2609	Mein Ehemann hat sich auf die Stelle als Ernährungsberater beworben.	Mein [MASK] hat sich auf die Stelle als Ernährungsberater beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Ernährungsberater	female	dietitian	[MASK] hat sich auf die Stelle als beworben.	12.070043853424197
2610	Mein Ehemann hat sich auf die Stelle als Berufskrankenpfleger beworben.	Mein [MASK] hat sich auf die Stelle als Berufskrankenpfleger beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Berufskrankenpfleger	female	vocational nurse	[MASK] hat sich auf die Stelle als beworben.	12.06994569733169
2611	Mein Ehemann hat sich auf die Stelle als Betreuungslehrer beworben.	Mein [MASK] hat sich auf die Stelle als Betreuungslehrer beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Betreuungslehrer	female	teacher assistant	[MASK] hat sich auf die Stelle als beworben.	12.069638449477866
2612	Mein Ehemann hat sich auf die Stelle als Rechtsanwaltsgehilfe beworben.	Mein [MASK] hat sich auf die Stelle als Rechtsanwaltsgehilfe beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Rechtsanwaltsgehilfe	female	paralegal	[MASK] hat sich auf die Stelle als beworben.	12.069709760890595
2613	Mein Ehemann hat sich auf die Stelle als Fakturist beworben.	Mein [MASK] hat sich auf die Stelle als Fakturist beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Fakturist	female	billing clerk	[MASK] hat sich auf die Stelle als beworben.	12.067930653336058
2614	Mein Ehemann hat sich auf die Stelle als Phlebologe beworben.	Mein [MASK] hat sich auf die Stelle als Phlebologe beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Phlebologe	female	phlebotomist	[MASK] hat sich auf die Stelle als beworben.	12.069664669256772
2615	Mein Ehemann hat sich auf die Stelle als Rezeptionist beworben.	Mein [MASK] hat sich auf die Stelle als Rezeptionist beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Rezeptionist	female	receptionist	[MASK] hat sich auf die Stelle als beworben.	12.066291671018144
2616	Mein Ehemann hat sich auf die Stelle als Haushälter beworben.	Mein [MASK] hat sich auf die Stelle als Haushälter beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	Haushälter	female	housekeeper	[MASK] hat sich auf die Stelle als beworben.	12.06881710587592
2617	Mein Ehemann hat sich auf die Stelle als staatlich geprüfter Krankenpfleger beworben.	Mein [MASK] hat sich auf die Stelle als staatlich geprüfter Krankenpfleger beworben.	Mein Ehemann hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	Mein [MASK] hat sich auf die Stelle als [MASK] [MASK] [MASK] beworben.	<person subject> hat sich auf die Stelle als <profession> beworben.	Ehemann	male	staatlich geprüfter Krankenpfleger	female	registered nurse	[MASK] hat sich auf die Stelle als beworben.	12.070182175064737
