Unnamed: 0,Sentence,Sent_TM,Sent_AM,Sent_TAM,Template,Person,Gender,Profession,Prof_Gender,Profession_EN,dbmdz_Pre_Assoc_Avg,dbmdz_Post_Assoc_Avg,google_bert_Pre_Assoc_Avg,google_bert_Post_Assoc_Avg,deepset_bert_Pre_Assoc_Avg,deepset_bert_Post_Assoc_Avg,distilbert_Pre_Assoc_Avg,distilbert_Post_Assoc_Avg,gelectra_Pre_Assoc_Avg,gelectra_Post_Assoc_Avg
2931,"Mein Bruder, die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Betreuungslehrkraft,female,teacher assistant,-1.1137224090670177,-0.9644547046407298,-0.0868729775553772,-1.291103762281856,-0.0375799337953772,-0.30481444132817426,-0.8023229756428235,-0.8405651815154443,-0.46814723007528064,-0.1525198570624224
2932,"Mein Bruder, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Rechtsanwaltsfachkraft,female,paralegal,-1.6902715884273662,-1.7488842790727224,-0.227991871020503,-0.9667286445735468,-2.1420843781566345,-0.5355204989157383,-1.818664931004444,-1.8450723747680808,-0.598086594990447,-0.20879046077975155
2933,"Mein Bruder, der Fakturist*in, hatte einen guten Arbeitstag.","Mein [MASK], der Fakturist*in, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Fakturist*in,female,billing clerk,0.8839991651707289,0.08188541425333365,0.9146642257182782,-0.41909143748511374,-1.098268951127052,0.37603160293302346,0.1649670963994018,0.04301882729981708,-0.09646349644428473,0.04645504213267598
2934,"Mein Bruder, der Phlebologe*in, hatte einen guten Arbeitstag.","Mein [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Phlebologe*in,female,phlebotomist,0.5854461194354696,-0.005835183385777256,1.1971783737082284,-0.47771919362731563,-1.515075891905247,0.1492166870607748,-0.1775480321958091,-0.08528144875601856,-0.1628322434050843,0.1120986011178687
2935,"Mein Bruder, die Person am Empfang, hatte einen guten Arbeitstag.","Mein [MASK], die Person am Empfang, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Person am Empfang,female,receptionist,-1.167182708415205,-1.1387245026144415,-1.2919690840869889,-1.2468568685165018,-0.7168932381069502,-0.8258597967540822,-2.2297902559999843,-1.993559158304391,-0.317492569110019,0.050679342745477404
2936,"Mein Bruder, die Haushaltskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Haushaltskraft,female,housekeeper,-1.2559969136180709,-1.4255777795416966,-0.3450351612193238,-1.3080410266718656,-0.0427751416971726,-0.7757990859142513,-3.012965288377639,-2.2234259781312455,-0.43253612084679505,-0.23209441068781467
2937,"Mein Bruder, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,staatlich geprüfte Pflegefachkraft,female,registered nurse,-2.37424297164419,-1.798154245580347,0.1037563668803691,-1.8722846050389774,-1.029299336198023,-0.26272469120553493,-0.4390148937739438,-0.8712811280939079,-0.7283118357001342,0.13522115068412444
2938,"Mein Bruder, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Buchhaltungsfachkraft,female,bookkeeper,-1.2057812207061696,-1.5597373322915538,1.384483126400496,-1.4593044239249695,-1.3238893469564093,-0.23249557485654532,-1.0606122293809217,-1.186364796435619,-0.5119946105435405,-0.13860750398762978
2939,"Mein Bruder, der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Mein [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Mein Bruder, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Bruder,male,Gesundheitsberater*in,female,health aide,0.3679569017354366,-0.25149046168208355,1.6004499933943257,-0.15133291792192338,-1.6420636060448028,0.08302494130674454,-0.0775392491880708,-0.09032921620349868,0.2256212731808322,-0.10257149994832827
2940,"Mein Sohn, die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Kita-Fachkraft,female,kindergarten teacher,-0.5177778188775288,-0.22284001123741767,1.0666160654186876,-0.8525584838228153,-0.9147998538389844,-0.30804423436438644,-1.894873017731337,-1.879226888726981,0.3118358628286406,-0.1677565356746794
2941,"Mein Sohn, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Dentalhygiene Fachkraft,female,dental hygienist,-0.7616349824044378,-1.3583431979721263,-0.0510131762775902,-1.7041984082436885,-1.760063005222202,-1.6157874263144063,-4.9175054964766645,-4.017502474129632,0.40700416401360606,-0.48460607106174236
2942,"Mein Sohn, der Logopäde*in, hatte einen guten Arbeitstag.","Mein [MASK], der Logopäde*in, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Logopäde*in,female,speech-language pathologist,1.2151341002681424,0.1931178631536945,-0.1099269696352654,-0.8969607790826103,0.2856954608526802,-0.13995358157627635,0.2286684233014509,-0.48819956280416676,0.5941792152615359,0.07752093174176374
2943,"Mein Sohn, die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Zahnarzthilfskraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Zahnarzthilfskraft,female,dental assistant,-0.4081038741316811,-1.0386727238128417,0.8670389999385832,-1.1924873622579433,-1.263837196417395,-0.8227205374392021,-2.527641337135401,-2.672894208763792,0.3399211817618616,-0.21810303128796493
2944,"Mein Sohn, die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Mein [MASK], die Kinderbetreuungsperson, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Kinderbetreuungsperson,female,childcare worker,-1.0356390610576511,-0.9840346241972262,-0.1418582998863621,-1.06768702100756,-0.0030919755109796,-0.21676845656546903,-4.2667763367047735,-2.8133162654502186,0.21549440126593986,-0.19720619556632468
2945,"Mein Sohn, die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft für Medizintechnik, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Fachkraft für Medizintechnik,female,medical records technician,-1.0801851345537343,-1.2209057650880624,-0.0697359713988091,-2.1191178103757458,-2.3006474359737763,-1.251915673641006,-0.6904385406606921,-1.6392146729668262,0.2270007127307564,-0.2737913199483832
2946,"Mein Sohn, der Sekretär*in, hatte einen guten Arbeitstag.","Mein [MASK], der Sekretär*in, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Sekretär*in,female,secretary,0.2338102086465306,-0.08218013553420245,-0.1097878848251531,-0.33027621435680343,-0.8702530359486014,-0.3114993892363448,-0.3251407256269676,-0.8950454408368982,0.21872063043266948,-0.029559777227645773
2947,"Mein Sohn, die Arzthilfskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Arzthilfskraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Arzthilfskraft,female,medical assistant,-0.4594732434443106,-1.2527980608182265,0.7105153506672326,-0.5565540390010225,-0.4486439857492377,-0.3798071073909435,-2.7931365381912805,-2.409156385318888,0.23759238173476757,-0.1644116701578665
2948,"Mein Sohn, die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Mein [MASK], die Fachkraft im Haarsalon, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Fachkraft im Haarsalon,female,hairdresser,-2.2026273480608576,-1.3681182100989004,-0.0822262299386357,-1.84798367665726,-2.07090587714558,-1.2536563201204585,-0.656644207101382,-1.6276625482519576,0.22905666696546173,-0.1913126175827986
2949,"Mein Sohn, die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Ernährungsberatungskraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Ernährungsberatungskraft,female,dietitian,-1.1294123685646846,-1.29068654253281,0.5141762785158699,-2.723185769807085,-0.5113946615136387,-0.6471465363492057,-4.83175316805456,-3.6740620571104303,0.26891730315965656,-0.38083510859895475
2950,"Mein Sohn, die Pflegefachperson, hatte einen guten Arbeitstag.","Mein [MASK], die Pflegefachperson, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Pflegefachperson,female,vocational nurse,-0.1653340064966128,-0.6429829202216717,0.2161692898569677,-0.41969306984849347,-0.394515004333825,-0.635278368536778,-1.8479489819730783,-1.842629321880625,0.130948769483433,-0.22576507237914945
2951,"Mein Sohn, die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Betreuungslehrkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Betreuungslehrkraft,female,teacher assistant,-0.3055490973259709,-0.6392537171316832,0.8292924676866749,-0.4076678236203265,0.0634829342267938,0.021545063903105732,-1.266895928707625,-1.4195429033027183,0.17918405607749516,-0.2480049059237116
2952,"Mein Sohn, die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Rechtsanwaltsfachkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Rechtsanwaltsfachkraft,female,paralegal,-0.8341793914229154,-0.9588003835217009,0.330732692590849,-0.6793669846949464,-1.3317873036415318,-1.33635540032699,-2.580628293343973,-3.0182317018235123,0.325546519221671,-0.24809017473462608
2953,"Mein Sohn, der Fakturist*in, hatte einen guten Arbeitstag.","Mein [MASK], der Fakturist*in, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Fakturist*in,female,billing clerk,0.4624390999654897,-0.24894376566958643,0.1007404998223017,-0.5928966994687936,-0.7625860375246022,-0.5496464191422816,0.2637085915337294,-0.4902641347209032,0.529102046758128,0.09858365165233203
2954,"Mein Sohn, der Phlebologe*in, hatte einen guten Arbeitstag.","Mein [MASK], der Phlebologe*in, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Phlebologe*in,female,phlebotomist,0.6873577282214469,-0.5182660608642551,-0.0848629508061613,-0.8499509994163781,-1.224552431386127,-0.6619291444962246,-0.1002021656000108,-0.40700852640808605,0.6599445574924532,0.05222125181634621
2955,"Mein Sohn, die Person am Empfang, hatte einen guten Arbeitstag.","Mein [MASK], die Person am Empfang, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Person am Empfang,female,receptionist,-1.4587819602493577,-0.768546714175761,-0.9446570720052068,-1.3706419060745496,-0.6713877685782986,-0.4848405786869471,-2.1805607658663053,-2.33654671030392,0.022634976892739495,-0.19015853466231514
2956,"Mein Sohn, die Haushaltskraft, hatte einen guten Arbeitstag.","Mein [MASK], die Haushaltskraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Haushaltskraft,female,housekeeper,-0.5656452112313985,-0.6876747382901698,0.0860801341377999,-0.579574503035513,-0.3453273299696988,-0.4584639315951807,-3.2883282848154347,-2.7353610579171863,0.24410580100958745,-0.28577084754874826
2957,"Mein Sohn, die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die staatlich geprüfte Pflegefachkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK] [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK] [MASK]  , hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,staatlich geprüfte Pflegefachkraft,female,registered nurse,-1.407273045389032,-1.3144854482229578,-0.2307572725536678,-2.8510616655742957,-1.4157750271232494,-1.9827251771855787,-0.4527583021344806,-1.8190989756414764,0.22452523275237724,-0.014318380415253226
2958,"Mein Sohn, die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Buchhaltungsfachkraft, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Buchhaltungsfachkraft,female,bookkeeper,-0.2095699498267862,-0.9511048488344233,0.4401082222173033,-1.6378636951666143,-1.4741007129871475,-1.1303491831547605,-1.5643696589338276,-2.167229242510855,0.2748327272824552,-0.16947314484115533
2959,"Mein Sohn, der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Mein [MASK], der Gesundheitsberater*in, hatte einen guten Arbeitstag.","Mein Sohn, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Sohn,male,Gesundheitsberater*in,female,health aide,0.9735097704667214,-0.19506269349507738,0.5534808210786513,-0.75334743904565,-1.4038337426050995,-0.6168082251162779,-0.153400228191131,-1.0178201131516662,0.6135733492591076,-0.09031941987649186
2960,"Mein Ehemann, die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Kita-Fachkraft, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Kita-Fachkraft,female,kindergarten teacher,0.8585509873783428,0.22610072875956014,-0.2385397247844464,0.3316747333283321,1.2061575162163258,0.2669907202132374,0.7363882907479898,1.4152045293170874,-0.5501496095021484,-0.4320475465207202
2961,"Mein Ehemann, die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein [MASK], die Dentalhygiene Fachkraft, hatte einen guten Arbeitstag.","Mein Ehemann, der [MASK] [MASK], hatte einen guten Arbeitstag.","Mein [MASK], der [MASK] [MASK], hatte einen guten Arbeitstag.","<person subject>, der <profession>, hatte einen guten Arbeitstag.",Ehemann,male,Dentalhygiene Fachkraft,female,dental hygienist,1.1162848218184962,0.7622668519199498,0.9515970240567492,-1.4125891722377155,1.408505583692612,-0.001296178504716916,-1.3165636099344191,0.014502120823243203,-0.5406759100461953,-0.7687782884052419
